,Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
24,21273.06171392014,18908,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
25,21460.01395289112,19467,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
26,21183.123587423506,21394,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
27,20406.099502893565,22596,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
28,21058.13957995392,24469,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
29,19556.899320289245,25245,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
30,23447.686561014783,15755,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
31,23547.239442877344,16235,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
32,23016.008008681736,18147,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
33,22230.02750255721,22102,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
34,22625.073566049567,23612,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
35,21799.17209688874,24439,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
36,21341.25720707451,25212,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
37,21683.031463554682,26779,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
38,20986.0160174846,27096,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
39,20902.103794311908,29649,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
40,20698.07708317304,2992,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
41,20099.25684483998,10036,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
42,18145.12648909345,18339,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
43,17944.856923459283,19592,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
44,19027.862305434533,21797,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
45,18348.898571694477,23852,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
46,17750.884574628362,25040,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
47,17772.969680041184,25052,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
48,17394.02139780307,25464,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
49,17645.74504414352,27830,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
50,21908.366624624716,17353,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
51,21956.34266270838,17787,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
52,21646.11692355359,19562,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
53,21575.456827000628,20137,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
54,20952.217801595296,20158,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
55,21562.04757786264,23767,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
56,19981.127911416857,24323,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
57,19425.848616326966,27839,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
58,19191.989616845396,29187,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
59,19641.74190232848,31324,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
60,25589.983154631354,2308,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
61,25098.629057152906,10014,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
62,23420.706947938266,18910,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
63,22661.048485078372,20105,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
64,23493.082295003653,20453,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
65,22435.20281893674,22287,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
66,21878.119996025493,23237,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
67,23077.565910273817,23798,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
68,21698.014745506807,25489,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
69,21831.82291637449,25564,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
70,26831.1940371618,4695,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
71,26060.335349560824,9795,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
72,26781.81464529163,12052,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
73,26302.074284339633,13050,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
74,26190.27146753898,17335,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
75,25508.21095610949,17480,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
76,23348.016954099363,24027,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
77,23406.68981981061,25387,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
78,23159.54378160489,25869,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
79,21536.741730175097,37128,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
80,51154.04721552562,2202,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
81,49248.15896668025,6685,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
82,46747.67327033941,15343,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
83,44130.617055109156,21341,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
84,44084.914211563526,21367,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
85,43892.46788041363,23371,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
86,44300.63995822445,23751,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
87,42677.60111703547,24052,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
88,43374.05241995815,25199,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
89,40619.072270107514,30082,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
90,33417.96501301362,6598,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
91,30957.08074927644,10625,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
92,31431.130369980445,11013,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
93,30781.51563347588,14937,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
94,30646.437700590923,17094,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
95,30792.149028548032,17870,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
96,30392.750158383373,18449,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
97,28817.08184657698,21039,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
98,29275.20871369445,21056,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
99,28040.12852916417,27484,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
100,39801.55135426726,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
101,40335.73731362533,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
102,39307.00916496322,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
103,38600.23956093723,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
104,38445.8971686577,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
105,36077.796121220716,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
106,35866.5827089002,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
107,35338.65368955645,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
108,36154.30354833999,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
109,34685.66298019584,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
110,42820.329022530605,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
111,41378.04808864712,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
112,40856.39089541863,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
113,41419.03726221016,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
114,37510.253570061825,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
115,37215.16938281057,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
116,36332.894685013176,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
117,36245.158227824875,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
118,32954.141335769644,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
119,32537.186750684898,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
120,35715.76855577553,6447,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
121,35651.68001994887,10555,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
122,35129.340771021845,11975,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
123,35165.75936894435,13449,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
124,32501.245188618374,17508,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
125,33220.02844616506,18661,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
126,32509.478288326343,20910,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
127,31132.213491924318,23124,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
128,31181.715159014646,26222,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
129,31059.181026750543,27544,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
130,42741.52366620219,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
131,40966.60741221605,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
132,38795.37909499904,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
133,38297.46253628054,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
134,37192.89636608691,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
135,36210.122995960104,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
136,36633.633819118375,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
137,35895.49940992768,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
138,34974.37803664182,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
139,32038.33956259937,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
140,48310.329544860426,788,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
141,48365.980896530324,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
142,45061.9519351521,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
143,44205.87588487087,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
144,42377.955442077546,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
145,41671.58314009121,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
146,41516.429862284705,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
147,41053.482168101364,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
148,38208.50102331117,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
149,39072.392052608375,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
150,70755.46671654288,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
151,68566.18718894517,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
152,69133.73172242832,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
153,66374.30704019098,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
154,65281.481236900225,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
155,63913.11724772801,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
156,60567.54909331184,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
157,57154.44343689023,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
158,55639.08765362396,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
159,52001.99437855193,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
160,12146.188030900954,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
161,12163.820424679267,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
162,11472.022761422137,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
163,11017.168710103402,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
164,11096.85726774127,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
165,10386.040218322329,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
166,11137.045654915553,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
167,11045.108844444401,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
168,10777.052536943225,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
169,9928.188174619949,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
170,12649.1108932523,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
171,12314.591216887475,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
172,11318.008089249166,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
173,12409.949093633919,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
174,11555.267402038826,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
175,11700.111486105887,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
176,11215.018646668666,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
177,10144.95208068737,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
178,10491.075198507322,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
179,9954.054173515282,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
180,11031.12993127629,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
181,11343.054010466296,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
182,11391.213717519939,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
183,11247.862534813385,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
184,10921.945371850512,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
185,11179.953571476293,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
186,11394.886402900669,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
187,11070.060643056217,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
188,11013.871367737716,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
189,11115.01364030574,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
190,11918.456068363697,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
191,12408.806147717796,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
192,11302.902985431385,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
193,11615.021017572286,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
194,10805.130089877619,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
195,11169.918388159766,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
196,10770.106553759219,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
197,10872.013925647338,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
198,10921.945371850512,27776,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,0,0
199,9919.048185150243,34621,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
200,10813.343521369083,266,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
201,11167.861002652167,4716,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
202,10897.076506132164,6699,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
203,10106.016430855903,14200,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,0
204,10354.043852073017,14521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,0
205,10287.977363291182,16521,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,1
206,9720.978889532036,20836,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,1,0
207,9506.047936562829,22169,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,0,1
208,9789.037675521777,22986,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,0,1,1
209,9220.829676893827,29992,Chevrolet,AVEO,SVM Hatchback 4D,Hatchback,4,1.6,4,1,0,1
210,10971.095614345988,7091,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
211,10315.018233567864,14438,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
212,9654.060141555387,19183,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
213,9563.78930880354,19273,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
214,9665.848859725353,19565,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,1,1
215,9482.219403851885,24842,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,0,0
216,8638.930895260657,25216,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
217,9041.9062544231,26191,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,1
218,8870.947315882833,32914,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,1,1,0
219,8768.998585047582,35299,Chevrolet,AVEO,SVM Sedan 4D,Sedan,4,1.6,4,0,0,0
220,13007.984177851631,7372,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
221,13041.873997268525,13607,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
222,12045.920704938204,19136,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
223,12469.527576334867,19712,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
224,11539.845650050875,22405,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
225,11726.002974095789,23103,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,0,1,1
226,12207.872926477821,23512,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
227,11203.146109423287,27364,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
228,10788.970360411306,31436,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
229,11149.618303931824,34447,Chevrolet,Cavalier,Coupe 2D,Coupe,4,2.2,2,1,1,1
230,14584.44812228424,1160,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
231,13681.69800349474,10210,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
232,13446.213415344891,17741,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
233,12327.641608398584,19347,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
234,12274.957581255025,19612,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
235,12630.775033594025,22571,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
236,12425.389171155013,22771,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
237,12319.696245692327,24568,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
238,12549.892333876121,25816,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
239,12234.888053268172,30297,Chevrolet,Cavalier,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
240,14894.982592528888,2464,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
241,14198.092458860268,11322,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
242,14678.10533441016,11488,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
243,13167.702321276274,14630,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
244,13471.005082758049,18910,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
245,12573.899939439574,25048,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
246,12383.402810615607,25069,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
247,13230.918674465194,25862,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
248,11080.516377911843,36855,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
249,11328.958867784215,39946,Chevrolet,Cavalier,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
250,15053.933734727525,4652,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
251,14397.92808458691,5189,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
252,14642.323577431167,6224,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
253,13464.802883878487,14231,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
254,13678.86300260901,17971,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
255,12507.48526742511,19715,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
256,13141.047950471982,19898,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
257,13594.085591088973,20682,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
258,12733.857924496755,21386,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,1,1,1
